tool_id	biotools_id	filtered_on	reason	to_keep	EDAM_operations	EDAM_topics	description	has_biocontainers_infos	has_biotools_infos	has_galaxy_infos
mycc	mycc	biotools_description	metagenomics in bio.tools description	True	Sequence classification	Metagenomic sequencing	MyCC is built and delivered as a tailored solution for metagenomics sequencesclassfication	False	True	False
nanomnt	nanomnt	biotools_description	profile in bio.tools description	True			NanoMnT: An STR Analysis Tool for Oxford Nanopore Sequencing Data Driven by a Comprehensive Analysis of Error Profile in STR regions.	False	True	False
acacia	ACACIA	biotools_description	amplicon in bio.tools description	True	Genotyping, PCR primer design, Variant calling	Genotype and phenotype, Probes and primers, Sequencing	Allele CAlling proCedure for Illumina Amplicon sequencing data.	False	True	False
panrgp	panrgp	EDAM_topics	Metagenomics in EDAM Topics	True	Gene prediction, Sequence assembly	Functional, regulatory and non-coding RNA, Gene and protein families, Metagenomics, Phylogeny, Sequence assembly	panRGP is a pangenome-based method to predict genomic islands and explore their diversity.	False	True	False
cclasso	cclasso	EDAM_topics	Metagenomics in EDAM Topics	True	Correlation	Ecology, Metagenomics, Statistics and probability	Novel method based on least squares with ℓ1 penalty to infer the correlation network for latent variables of compositional data from metagenomic data.	False	True	False
st_viewer	ST_viewer	EDAM_operation	Read binning in EDAM Operations	True	Read binning	Imaging, Microarray experiment, Transcriptomics	Tool for analysis and visualization of spatial transcriptomics datasets.	False	True	False
mash	mash	EDAM_topics	Metagenomics in EDAM Topics	True	Sequence distance matrix generation	DNA mutation, Genomics, Metagenomics, Sequence analysis, Statistics and probability	Fast genome and metagenome distance estimation using MinHash.	True	True	True
genemania_plugin	genemania_plugin	biotools_description	profile in bio.tools description	True	Gene expression profiling, Gene prediction, Pathway or network prediction	Function analysis, Gene expression, Model organisms, Molecular interactions, pathways and networks, Protein interactions	The plugin brings fast gene function prediction capabilities to the desktop. It identifies the most related genes to a query gene set using a guilt-by-association approach. The plugin uses a large database of functional interaction networks from multiple organisms and each related gene is traceable to the source network used to make the prediction. Users may add their own interaction networks and expression profile data to complement or override the default data.	False	True	False
cellassign	CellAssign	biotools_description	profiling in bio.tools description	True	Deposition, Enrichment analysis, Essential dynamics	Cell biology, Immunoproteins and antigens, RNA-Seq	Probabilistic cell-type assignment of single-cell RNA-seq for tumor microenvironment profiling | Automated, probabilistic assignment of cell types in scRNA-seq data | cellassign automatically assigns single-cell RNA-seq data to known cell types across thousands of cells accounting for patient and batch specific effects. Information about a priori known markers cell types is provided as input to the model in the form of a (binary) marker gene by cell-type matrix. cellassign then probabilistically assigns each cell to a cell type, removing subjective biases from typical unsupervised clustering workflows	False	True	False
bioconductor-maskbad		biocontainers_keywords	profiling in BioContainers keywords	True			Masking probes with binding affinity differences	True	False	False
msrdb	msrdb	biotools_description	ITS in bio.tools description	True	Data retrieval, Database search, Homology-based gene prediction	Gene and protein families, Gene expression, Mapping, Protein targeting and localisation, RNA-Seq	MSRdb (Mycobacterial Systems Resource) is a mycobacterial systems resource for the research community. The Mycobacterial Systems Resource (MSR) is a comprehensive, integrated biological and bioinformatic resource for the research community. The MSR uses M. smegmatis as its model organism, while focusing exclusively on genes that are highly conserved across the mycobacterial genus. Thus, functional insights from the MSR will apply to all mycobacterial species.	False	True	False
jasper	jasper	EDAM_topics	Metagenomics in EDAM Topics	True	DNA barcoding, Mapping, Taxonomic classification, Visualisation	Imaging, Metagenomics, Microbial ecology, Urology and nephrology, Zoology	"Jasper is a tool for visualizing profiles from 16S and whole-genome sequencing, and orders taxa along a space-filling Hilbert curve. The result is a Microbiome Map, where each position in the image represents the abundance of a single taxon from a reference collection. Jasper can order the taxa in two ways, and depending on the ordering, the maps can highlight ""hot spots"" of microbes that are either common to, or unique to, the biological conditions under study."	False	True	False
fits	fits	biotools_description	profiles in bio.tools description	True	Imputation, Phasing	ChIP-seq, Epigenomics, Molecular interactions, pathways and networks, RNA-Seq, Transcription factors and regulatory sites	"Forest of imputation trees for recovering true signals in single-cell open chromatin profiles.

Forest of Imputation Trees (FITs) is a method to impute highly sparse and noisy data-sets from single cell epigenome profiling.

FITs work in two phases. It has been made so to handle very large read-count matrixes and to get better imputation. In phase-1 it builds multiple imputation trees and from every tree it extracts 1 or 2 imputed version of original read-count matrix. One can run phase-1 of FITs in parallel processing mode also, where multiple trees can be build using several processors.After phase-1, the phase-2 part of FITs is used to accumulate the most relevant imputed version for every cell."	False	True	False
nfnetfu	nfnetfu	biotools_description	microbiome in bio.tools description	True	Clustering, Essential dynamics, Regression analysis, Taxonomic classification, Visualisation	Genotype and phenotype, Microbial ecology, Workflows	NFnetFU (Neuro Fuzzy network Fusion) is a modularised integrative pipeline for microbiome data analysis and diseases specific prioritisation for targeted research which addresses problems surrounding collinearity, sparsity and effect size in data..	False	True	False
bioconductor-ssize		biocontainers_keywords	profiling in BioContainers keywords	True			Estimate Microarray Sample Size	True	False	False
deepmsa	DeepMSA	EDAM_topics	Metagenomics in EDAM Topics	True	Fold recognition, Protein secondary structure prediction, Residue contact prediction, Sequence alignment, Sequence trimming	Machine learning, Metagenomics, Sequence sites, features and motifs, Structure prediction	"Constructing deep multiple sequence alignment to improve contact prediction and fold-recognition for distant-homology proteins.

deep multiple sequence alignment generation.

DeepMSA is a composite approach to generate high quality multiple sequence alignment with large alignment depth and diverse sequence sources by merging sequences from whole-genome sequence databases (Uniclust30 and UniRef90) and from metagenome database (Metaclust). Large-scale benchmark data show that DeepMSA profiles consistently improves contact prediction, secondary structure prediction, and threading over default HHblits or PSI-BLAST profiles"	False	True	False
