package.name	keep	about.summary	about.description	about.home
protal	False	Reference-based metagenomic analysis.	"Protal is a computational tool for taxonomic profiling and strain-resolved analyses of bacterial communities from 
metagenomic shotgun sequencing data (short-reads). Following a reference-based approach, protal uses the same
120 universal marker genes GTDB uses to build their phylogeny (TIGRFAM, PFAM) and thus integrates well with other
120 universal marker genes GTDB uses to build their phylogeny (TIGRFAM, PFAM) and thus integrates well with other
tools working in the GTDB taxonomy space."	https://github.com/4less/protal
ivar	False	iVar is a computational package that contains functions broadly useful for viral amplicon-based sequencing.		https://github.com/andersen-lab/ivar
bioconductor-microbiomedatasets	False	Experiment Hub based microbiome datasets	microbiomeDataSets is a collection of microbiome datasets loaded from Bioconductor'S ExperimentHub infrastructure. The datasets serve as reference for workflows and vignettes published adjacent to the microbiome analysis tools on Bioconductor. Additional datasets can be added overtime and additions from authors are welcome.	https://bioconductor.org/packages/3.20/data/experiment/html/microbiomeDataSets.html
bioconductor-coseq	False	Co-Expression Analysis of Sequencing Data	Co-expression analysis for expression profiles arising from high-throughput sequencing data. Feature (e.g., gene) profiles are clustered using adapted transformations and mixture models or a K-means algorithm, and model selection criteria (to choose an appropriate number of clusters) are provided.	https://bioconductor.org/packages/3.20/bioc/html/coseq.html
bioconductor-metabinr	False	Abundance and Compositional Based Binning of Metagenomes	Provide functions for performing abundance and compositional based binning on metagenomic samples, directly from FASTA or FASTQ files. Functions are implemented in Java and called via rJava. Parallel implementation that operates directly on input FASTA/FASTQ files for fast execution.	https://bioconductor.org/packages/3.20/bioc/html/metabinR.html
bioconductor-anvilbilling	False	Provide functions to retrieve and report on usage expenses in NHGRI AnVIL (anvilproject.org).	AnVILBilling helps monitor AnVIL-related costs in R, using queries to a BigQuery table to which costs are exported daily. Functions are defined to help categorize tasks and associated expenditures, and to visualize and explore expense profiles over time. This package will be expanded to help users estimate costs for specific task sets.	https://bioconductor.org/packages/3.20/bioc/html/AnVILBilling.html
kneaddata	False	KneadData is a tool designed to perform quality control on metagenomic sequencing data.	"KneadData is a tool designed to perform quality control on metagenomic sequencing data, especially data from microbiome experiments. In these experiments, samples are typically taken from a host in hopes of learning something about the microbial community on the host. However, metagenomic sequencing data from such experiments will often contain a high ratio of host to bacterial reads. This tool aims to perform principled in silico separation of bacterial reads from these ""contaminant"" reads, be they from the host, from bacterial 16S sequences, or other user-defined sources."	https://huttenhower.sph.harvard.edu/kneaddata
bioconductor-yapsa	False	Yet Another Package for Signature Analysis	This package provides functions and routines for supervised analyses of mutational signatures (i.e., the signatures have to be known, cf. L. Alexandrov et al., Nature 2013 and L. Alexandrov et al., Bioaxiv 2018). In particular, the family of functions LCD (LCD = linear combination decomposition) can use optimal signature-specific cutoffs which takes care of different detectability of the different signatures. Moreover, the package provides different sets of mutational signatures, including the COSMIC and PCAWG SNV signatures and the PCAWG Indel signatures; the latter infering that with YAPSA, the concept of supervised analysis of mutational signatures is extended to Indel signatures. YAPSA also provides confidence intervals as computed by profile likelihoods and can perform signature analysis on a stratified mutational catalogue (SMC = stratify mutational catalogue) in order to analyze enrichment and depletion patterns for the signatures in different strata.	https://bioconductor.org/packages/3.20/bioc/html/YAPSA.html
esviritu	False	Read mapping pipeline for detection and measurement of human and animal virus pathogens from short read metagenomic environmental or clinical samples.		https://github.com/cmmr/EsViritu
opfi	False	A package for discovery, annotation, and analysis of gene clusters in genomics or metagenomics datasets.		https://github.com/wilkelab/Opfi
ascat	False	"ASCAT is a method to derive copy number profiles of tumour cells,
accounting for normal cell admixture and tumour aneuploidy (Figure 1).
ASCAT infers tumour purity (the fraction of tumour cells) and ploidy (the
amount of DNA per tumour cell, expressed as multiples of haploid genomes)
from SNP array or massively parallel sequencing data, and calculates
whole-genome allele-specific copy number profiles (the number of copies of
both parental alleles for all SNP loci across the genome).
"		https://www.crick.ac.uk/research/a-z-researchers/researchers-v-y/peter-van-loo/software
metaquantome	False	Quantitative metaproteomics analysis of taxonomy and function.		https://github.com/galaxyproteomics/metaquantome
mtsv-tools	False	"mtsv_tools contains core tools for alignment-based metagenomic binning
"		https://github.com/FofanovLab/mtsv_tools
bioconductor-biotip	False	BioTIP: An R package for characterization of Biological Tipping-Point	Adopting tipping-point theory to transcriptome profiles to unravel disease regulatory trajectory.	https://bioconductor.org/packages/3.20/bioc/html/BioTIP.html
tirmite	False	Map TIR-pHMM models to genomic sequences for annotation of MITES and complete DNA-Transposons.	Build profile Hidden Markov Models for Terminal Inverted repeat families (TIR-pHMMs) and map to genomic sequences for annotation of MITES and complete DNA-Transposons with variable internal sequence composition.	https://github.com/Adamtaranto/TIRmite
