package.name	keep	about.home	about.license	about.license_family	about.license_file	about.summary	build.noarch	build.number	build.script	package.version	requirements.host	requirements.run	source.sha256	source.url	test.commands	test.imports	about.description	build.rpaths	build.run_exports	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	source.md5	about.dev_url	build.entry_points	extra.recipe-maintainers	requirements.build	extra.identifiers	extra.notes	build.skip	extra.additional-platforms	source.patches	about.doc_url	extra.skip-lints	extra.container.extended-base	test.requires	about.recipe-maintainers	source.git_rev	source.git_url	build.binary_relocation	source	about.licence_family	about.licence_url	build.has_prefix_files	test.source_files	extra.maintainers	identifiers	build.merge_build_host	extra.authors	about.licence_file	build.script_env	about.notes	test.files	extra.additional notes identifiers	extra.autobump.enable	test.import	outputs	extra.identifies	about.doc_source_url	build.no_link	extra.documentation	extra.doi	about.license_url	extra.recipe_maintainers	source.folder	extra.watch	extra.recipe-maintainer
bioconductor-microbiomemarker	False	https://bioconductor.org/packages/3.18/bioc/html/microbiomeMarker.html	GPL-3		/lib/R/share/licenses/GPL-3	microbiome biomarker analysis toolkit	generic	0		1.8.0	['bioconductor-aldex2 >=1.34.0,<1.35.0', 'bioconductor-ancombc >=2.4.0,<2.5.0', 'bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-biocgenerics >=0.48.0,<0.49.0', 'bioconductor-biocparallel >=1.36.0,<1.37.0', 'bioconductor-biomformat >=1.30.0,<1.31.0', 'bioconductor-biostrings >=2.70.0,<2.71.0', 'bioconductor-complexheatmap >=2.18.0,<2.19.0', 'bioconductor-deseq2 >=1.42.0,<1.43.0', 'bioconductor-edger >=4.0.0,<4.1.0', 'bioconductor-ggtree >=3.10.0,<3.11.0', 'bioconductor-iranges >=2.36.0,<2.37.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-metagenomeseq >=1.43.0,<1.44.0', 'bioconductor-multtest >=2.58.0,<2.59.0', 'bioconductor-phyloseq >=1.46.0,<1.47.0', 'bioconductor-s4vectors >=0.40.0,<0.41.0', 'r-base', 'r-caret', 'r-coin', 'r-dplyr', 'r-ggplot2', 'r-ggsignif', 'r-magrittr', 'r-mass', 'r-patchwork', 'r-plotroc', 'r-proc', 'r-purrr', 'r-rlang', 'r-tibble', 'r-tidyr', 'r-tidytree', 'r-vegan', 'r-yaml']	['bioconductor-aldex2 >=1.34.0,<1.35.0', 'bioconductor-ancombc >=2.4.0,<2.5.0', 'bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-biocgenerics >=0.48.0,<0.49.0', 'bioconductor-biocparallel >=1.36.0,<1.37.0', 'bioconductor-biomformat >=1.30.0,<1.31.0', 'bioconductor-biostrings >=2.70.0,<2.71.0', 'bioconductor-complexheatmap >=2.18.0,<2.19.0', 'bioconductor-deseq2 >=1.42.0,<1.43.0', 'bioconductor-edger >=4.0.0,<4.1.0', 'bioconductor-ggtree >=3.10.0,<3.11.0', 'bioconductor-iranges >=2.36.0,<2.37.0', 'bioconductor-limma >=3.58.0,<3.59.0', 'bioconductor-metagenomeseq >=1.43.0,<1.44.0', 'bioconductor-multtest >=2.58.0,<2.59.0', 'bioconductor-phyloseq >=1.46.0,<1.47.0', 'bioconductor-s4vectors >=0.40.0,<0.41.0', 'r-base', 'r-caret', 'r-coin', 'r-dplyr', 'r-ggplot2', 'r-ggsignif', 'r-magrittr', 'r-mass', 'r-patchwork', 'r-plotroc', 'r-proc', 'r-purrr', 'r-rlang', 'r-tibble', 'r-tidyr', 'r-tidytree', 'r-vegan', 'r-yaml']		['https://bioconductor.org/packages/3.18/bioc/src/contrib/microbiomeMarker_1.8.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/microbiomeMarker/microbiomeMarker_1.8.0.tar.gz', 'https://bioarchive.galaxyproject.org/microbiomeMarker_1.8.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-microbiomemarker/bioconductor-microbiomemarker_1.8.0_src_all.tar.gz']	"['$R -e ""library(\'microbiomeMarker\')""']"		To date, a number of methods have been developed for microbiome marker discovery based on metagenomic profiles, e.g. LEfSe. However, all of these methods have its own advantages and disadvantages, and none of them is considered standard or universal. Moreover, different programs or softwares may be development using different programming languages, even in different operating systems. Here, we have developed an all-in-one R package microbiomeMarker that integrates commonly used differential analysis methods as well as three machine learning-based approaches, including Logistic regression, Random forest, and Support vector machine, to facilitate the identification of microbiome markers.	['lib/R/lib/', 'lib/']	None				facf2f8071da6049b688fe3d16efb0e2																																												
bioconductor-rcas	False	https://bioconductor.org/packages/3.20/bioc/html/RCAS.html	Artistic-2.0			RNA Centric Annotation System	generic	0		1.32.0	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-bsgenome >=1.74.0,<1.75.0', 'bioconductor-bsgenome.hsapiens.ucsc.hg19 >=1.4.0,<1.5.0', 'bioconductor-genomation >=1.38.0,<1.39.0', 'bioconductor-genomeinfodb >=1.42.0,<1.43.0', 'bioconductor-genomicfeatures >=1.58.0,<1.59.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-rtracklayer >=1.66.0,<1.67.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'bioconductor-seqlogo >=1.72.0,<1.73.0', 'bioconductor-txdbmaker >=1.2.0,<1.3.0', 'r-base', 'r-cowplot', 'r-data.table', 'r-dt >=0.2', 'r-ggplot2', 'r-gprofiler2', 'r-knitr >=1.12.3', 'r-pbapply', 'r-pheatmap', 'r-plotly >=4.5.2', 'r-plotrix', 'r-proxy', 'r-ranger', 'r-rmarkdown >=0.9.5', 'r-rsqlite', 'pandoc >=1.12.3']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-bsgenome >=1.74.0,<1.75.0', 'bioconductor-bsgenome.hsapiens.ucsc.hg19 >=1.4.0,<1.5.0', 'bioconductor-genomation >=1.38.0,<1.39.0', 'bioconductor-genomeinfodb >=1.42.0,<1.43.0', 'bioconductor-genomicfeatures >=1.58.0,<1.59.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-rtracklayer >=1.66.0,<1.67.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'bioconductor-seqlogo >=1.72.0,<1.73.0', 'bioconductor-txdbmaker >=1.2.0,<1.3.0', 'r-base', 'r-cowplot', 'r-data.table', 'r-dt >=0.2', 'r-ggplot2', 'r-gprofiler2', 'r-knitr >=1.12.3', 'r-pbapply', 'r-pheatmap', 'r-plotly >=4.5.2', 'r-plotrix', 'r-proxy', 'r-ranger', 'r-rmarkdown >=0.9.5', 'r-rsqlite', 'pandoc >=1.12.3']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/RCAS_1.32.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/RCAS/RCAS_1.32.0.tar.gz', 'https://bioarchive.galaxyproject.org/RCAS_1.32.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-rcas/bioconductor-rcas_1.32.0_src_all.tar.gz']	"['$R -e ""library(\'RCAS\')""']"		RCAS is an R/Bioconductor package designed as a generic reporting tool for the functional analysis of transcriptome-wide regions of interest detected by high-throughput experiments. Such transcriptomic regions could be, for instance, signal peaks detected by CLIP-Seq analysis for protein-RNA interaction sites, RNA modification sites (alias the epitranscriptome), CAGE-tag locations, or any other collection of query regions at the level of the transcriptome. RCAS produces in-depth annotation summaries and coverage profiles based on the distribution of the query regions with respect to transcript features (exons, introns, 5'/3' UTR regions, exon-intron boundaries, promoter regions). Moreover, RCAS can carry out functional enrichment analyses and discriminative motif discovery.	['lib/R/lib/', 'lib/']	None	bioconductor-rcas	recipes/bioconductor-rcas	1.6.0	328e8ba6ff2d09439eeda000470fcc09					['biotools:rcas']																																							
genomescope2	False	https://github.com/tbenavi1/genomescope2.0	Apache-2.0			Reference-free profiling of polyploid genomes	generic	0		2.1.0	['r-base', 'r-minpack.lm', 'r-argparse']	['r-base', 'r-minpack.lm', 'python >=3.6', 'r-argparse', 'fonts-conda-ecosystem']	40d310c0024f67d880e9f072d4fbf1c75c644e63ea5699f57ea9e71a52e3a6b2	https://github.com/tbenavi1/genomescope2.0/archive/refs/tags/v2.1.0.tar.gz	['genomescope2 --help']				['None']																True																																
singlem	False	https://github.com/wwood/singlem	GPL-3.0-or-later	GPL3	LICENCE.txt	At heart, SingleM is a tool for profiling shotgun metagenomes. It was originally designed to determine the relative abundance of bacterial and archaeal taxa in a sample. As of version 0.19.0, it can also be used to profile dsDNA phages (see Lyrebird). It shows good accuracy in estimating the relative abundances of community members, and has a particular strength in dealing with novel lineages. The method it uses also makes it suitable for some related tasks, such as assessing eukaryotic contamination, finding bias in genome recovery, and lineage-targeted MAG recovery. It can also be used as the basis for choosing metagenomes which, when coassembled, maximise the recovery of novel MAGs (see Bin Chicken).	python	0	-m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	0.20.3	['pip', 'python >=3.7', 'setuptools']	['biopython =1.86.*', 'bird_tool_utils_python =0.6.*', 'cd-hit =4.8.*', 'diamond =2.1.16', 'expressbetadiversity =1.0.*', 'extern =0.4.*', 'fastalite =0.4.*', 'fasttree =2.2.*', 'galah =0.4.*', 'graftm =0.15.*', 'hmmer =3.2.*', 'jinja2 =3.1.*', 'krona =2.8.*', 'mafft =7.*', 'mfqe =0.5.*', 'ncbi-ngs-sdk =3.0.*', 'orfm >=0.7.1', 'pandas =2.3.*', 'polars =1.35.*', 'pplacer =1.1.*', 'prodigal =2.6.*', 'pyarrow =22.0.*', 'pyranges =0.1.*', 'python =3.12.*', 'seqmagick =0.8.*', 'smafa =0.8.*', 'sqlalchemy =2.0.*', 'sqlite =3.51.*', 'sqlparse =0.5.*', 'squarify =0.4.*', 'sra-tools =3.2.*', 'tqdm =4.67.*', 'zenodo_backpack =0.4.*']	4492c2065f3466db6d4f1924bff7a6af108e717eb63e8777bb0ad490c8c8f150	https://pypi.org/packages/source/s/singlem/singlem-0.20.3.tar.gz	['singlem -h']	['singlem']			['None']					https://github.com/wwood/singlem									https://wwood.github.io/singlem																																		
tiptoft	False	https://github.com/andrewjpage/tiptoft	GPL3	GPL3	LICENSE	Predict plasmids from uncorrected long read data.		5	python -m pip install --no-deps --ignore-installed .	1.0.2	['python', 'cython', 'pip', 'setuptools']	['python', 'biopython >=1.68', 'pyfastaq >=3.12.0', 'cython', 'setuptools']	e02cd7f57fc14a3a2928dad8e4c3f5a1e063f3d365d6876e7731be5da2d0c578	https://pypi.io/packages/source/t/tiptoft/tiptoft-1.0.2.tar.gz	['tiptoft --help', 'tiptoft_database_downloader --help']									https://github.com/andrewjpage/tiptoft			['None']			True			https://github.com/andrewjpage/tiptoft	['cython_must_be_in_host', 'uses_setuptools']																																	
bioconductor-divergence	False	https://bioconductor.org/packages/3.20/bioc/html/divergence.html	GPL-2		/lib/R/share/licenses/GPL-2	Divergence: Functionality for assessing omics data by divergence with respect to a baseline	generic	0		1.22.0	['bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-base']	['bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-base']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/divergence_1.22.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/divergence/divergence_1.22.0.tar.gz', 'https://bioarchive.galaxyproject.org/divergence_1.22.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-divergence/bioconductor-divergence_1.22.0_src_all.tar.gz']	"['$R -e ""library(\'divergence\')""']"		"This package provides functionality for performing divergence analysis as presented in Dinalankara et al, ""Digitizing omics profiles by divergence from a baseline"", PANS 2018. This allows the user to simplify high dimensional omics data into a binary or ternary format which encapsulates how the data is divergent from a specified baseline group with the same univariate or multivariate features."	['lib/R/lib/', 'lib/']	None				88ffd440264bcc970ecdb76ca53b8d2c																																												
blockclust	False	https://github.com/pavanvidem/blockclust	GPL-2.0-or-later	GPL2	LICENSE	Efficient clustering and classification of non-coding RNAs from short read RNA-seq profiles.		2		1.1.1	['python', 'r-base']	['python', 'r-base', 'scikit-learn >=0.20.0', 'r-dendextend >=1.8.0', 'mcl >=14.137', 'eden 1.1', 'pysam >=0.15.0', 'wget', 'cloudpickle 0.5.6']	80ee2b32085b93966254083574b2bf3988771ffe28d73775be96a16cfda5579b	https://github.com/pavanvidem/blockclust/archive/refs/tags/v1.1.1.tar.gz	['blockclust 2>&1 | grep classification']				['None']								['make', 'None']	['doi:10.1093/bioinformatics/btu270']		True																																					
markermag	False	https://pypi.org/project/MarkerMAG/	AGPL-3.0		LICENSE.txt	linking MAGs with 16S rRNA marker genes	python	0	-m pip install --no-deps --ignore-installed .	1.1.28	['pip', 'python']	['biopython', 'matplotlib-base', 'numpy', 'pandas', 'plotly', 'python', 'seaborn', 'setuptools', 'blast', 'barrnap', 'seqtk', 'bowtie2', 'samtools', 'hmmer', 'spades']	b0595dbfd13a3e34e9c761e1c6c2b54af2be7eae78a973dddefb6cf49a6a4097	https://pypi.io/packages/source/M/MarkerMAG/MarkerMAG-1.1.28.tar.gz	['pip check']	['MarkerMAG', 'MarkerMAG.vxtractor']										['songweizhi']										['pip']																															
plasclass	False	https://github.com/Shamir-Lab/PlasClass	MIT	MIT		Classification of plasmid sequences	python	0	-m pip install . --ignore-installed --no-deps -vv	0.1.1	['pip', 'python =3.7']	['joblib =0.14', 'numpy =1.17', 'python =3.7', 'scikit-learn ==0.21.3', 'scipy ==1.3.2']	af292efedac64d54de9fc27b5765bcef3a69320b1928b1c01cc93144a621717a	https://github.com/Shamir-Lab/PlasClass/archive/v0.1.1.tar.gz	['classify_fasta.py -h']	['plasclass']										['dpellow']																																									
taxmapper	False	https://bitbucket.org/dbeisser/taxmapper	MIT License	MIT		Analysis pipeline for metagenomic, microeukaryotic sequencing data.	python	3		1.0.2	['python >=3', 'pip']	['python >=3', 'numpy', 'pandas', 'matplotlib', 'deepdish']		https://bitbucket.org/dbeisser/taxmapper/get/taxmapper-1.0.2.tar.gz	['taxmapper --help']								debeb04b01fb17f0db47ee46fd94e760		['taxmapper=taxmapper:main']																																										
amira	False	https://github.com/Danderson123/Amira	Apache-2.0	APACHE	LICENSE	A tool to detect acquired AMR genes directly from long read sequencing data.	python	0	 -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	0.11.0		['python ==3.10', 'samtools ==1.18', 'racon ==1.4.10', 'flye ==2.9.3', 'minimap2 ==2.17', 'kmer-jellyfish ==2.3.0', 'joblib ==1.2.0', 'matplotlib-base ==3.6.2', 'numpy ==1.26.4', 'pandas ==2.2.2', 'pyfastaq ==3.17.0', 'pysam ==0.22.0', 'pytest ==7.2.0', 'scipy ==1.12.0', 'sourmash ==4.8.4', 'suffix-tree ==0.1.2', 'tqdm ==4.67.1']	221db892f8ef6860b0c7a971840501191d8792987579f8ce4f2ab5e21f8a091f	https://github.com/Danderson123/Amira/archive/refs/tags/v0.11.0.tar.gz	['amira --help']	['amira']			['None']					https://github.com/Danderson123/Amira	['amira = amira.__main__:main']	['Danderson123']	['python ==3.10', 'pip', 'poetry-core']						https://github.com/Danderson123/Amira/blob/main/README.md																																		
troika-tb	False	https://github.com/kristyhoran/troika	GPL-3.0		LICENSE.txt	A pipeline implementing TB-Profiler for batch detection and reporting of anti-microbial resistance in TB for public health and clinical use.	python	0	-m pip install . -vv	0.0.5	['pip', 'python >=3.7']	['biopython >=1.70', 'configargparse', 'jinja2', 'numpy', 'packaging', 'pandas >=1.1.4', 'psutil', 'pytest', 'python >=3.7', 'sh', 'snakemake >=5.9.1', 'svgwrite', 'xlsxwriter', 'pluggy >=0.13.1', 'pyparsing >=2.4.7', 'nbformat', 'amply', 'appdirs', 'chardet', 'docutils', 'MarkupSafe', 'six', 'requests', 'PyYAML', 'toml', 'urllib3', 'setuptools-scm']	face6daaea9aba8bc298c76e86d95cc4c9cab6778efa91e2b527d4a704ed588c	https://pypi.io/packages/source/T/Troika-Tb/Troika_TB-0.0.5.tar.gz	['pip check', 'troika --help']	['troika_tb']									['troika=troika_tb.troika_tb:main']	['abcdtree']										['pip']																															
ctat-metagenomics	False	https://github.com/NCIP/ctat-metagenomics	BSD-3-Clause		LICENSE.txt	ctat-metagenomics uses centrifuge	generic	4		1.0.1		['python <3', 'blast', 'centrifuge']		https://github.com/NCIP/ctat-metagenomics/releases/download/v1.0.1/ctat-metagenomics-v1.0.1.FULL.tar.gz	['metagenomics --help 2>&1 | grep usage']								5f47e6c31d1af1bf17f71d0070bf06fb																																												
bioconductor-gispa	False	https://bioconductor.org/packages/3.18/bioc/html/GISPA.html	GPL-2		/lib/R/share/licenses/GPL-2	GISPA: Method for Gene Integrated Set Profile Analysis	generic	0		1.26.0	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-genefilter >=1.84.0,<1.85.0', 'bioconductor-gseabase >=1.64.0,<1.65.0', 'r-base', 'r-changepoint', 'r-data.table', 'r-hh', 'r-lattice', 'r-latticeextra', 'r-plyr', 'r-scatterplot3d']	['bioconductor-biobase >=2.62.0,<2.63.0', 'bioconductor-genefilter >=1.84.0,<1.85.0', 'bioconductor-gseabase >=1.64.0,<1.65.0', 'r-base', 'r-changepoint', 'r-data.table', 'r-hh', 'r-lattice', 'r-latticeextra', 'r-plyr', 'r-scatterplot3d']		['https://bioconductor.org/packages/3.18/bioc/src/contrib/GISPA_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/GISPA/GISPA_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/GISPA_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-gispa/bioconductor-gispa_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'GISPA\')""']"		GISPA is a method intended for the researchers who are interested in defining gene sets with similar, a priori specified molecular profile. GISPA method has been previously published in Nucleic Acid Research (Kowalski et al., 2016; PMID: 26826710).	['lib/R/lib/', 'lib/']	None				012a529b5359b149705fa54cb75c1818																																												
komb	False	https://gitlab.com/treangenlab/komb	GPL-3.0-or-later		LICENSE	Characterizing metagenomes using K-Core decomposition		6		1.0	['python', 'abyss 2.0.2', 'bifrost >=1.0.5', 'igraph 0.8.*', 'bowtie2 >=2.3.5.1', 'zlib']	['python', 'abyss 2.0.2', 'bowtie2 >=2.3.5.1', 'bifrost >=1.0.5', 'igraph 0.8.*', 'zlib']		https://gitlab.com/treangenlab/komb/-/archive/v1.0/komb-v1.0.tar.gz	['komb -h']								00e80c1006869be6a289e96566fdbda7				['None', 'automake', 'make', 'bifrost >=1.0.5', 'igraph  0.8.*']			True																																					
bioconductor-tcgacrcmirna	False	https://bioconductor.org/packages/3.20/data/experiment/html/TCGAcrcmiRNA.html	GPL-2		/lib/R/share/licenses/GPL-2	TCGA CRC 450 miRNA dataset	generic	0		1.26.0	['bioconductor-biobase >=2.66.0,<2.67.0', 'r-base']	['bioconductor-biobase >=2.66.0,<2.67.0', 'r-base', 'curl', 'bioconductor-data-packages >=20241103']		['https://bioconductor.org/packages/3.20/data/experiment/src/contrib/TCGAcrcmiRNA_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/TCGAcrcmiRNA/TCGAcrcmiRNA_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/TCGAcrcmiRNA_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-tcgacrcmirna/bioconductor-tcgacrcmirna_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'TCGAcrcmiRNA\')""']"		colorectal cancer miRNA profile provided by TCGA	['lib/R/lib/', 'lib/']	None				987fb490cde2a7c1387a03ce1a38efe8																																												
bmfilter	False	ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/	Public Domain			bmfilter is part of BMTagger aka Best Match Tagger, for removing human reads from metagenomics datasets		6		3.101					['bmfilter -h &> /dev/null']				['None']								['make', 'None']				['linux-aarch64']			['should_not_be_noarch_source', 'should_be_noarch_generic']							[{'md5': '719474a0e3b54449cbe06f6e442994dd', 'patches': ['0001-Cast-getline-stream-to-bool.patch', 'bmtool-cplusplus-template.patch', 'bmtool-fix-ctime.patch'], 'url': 'ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/bmtools.tar.gz'}, {'md5': 'ef79071be499ed23e9f3a19c9c323775', 'url': 'ftp://ftp.ncbi.nlm.nih.gov/pub/agarwala/bmtagger/mac-os/bmfilter'}]																										
bioconductor-granulator	False	https://bioconductor.org/packages/3.20/bioc/html/granulator.html	GPL-3		/lib/R/share/licenses/GPL-3	Rapid benchmarking of methods for *in silico* deconvolution of bulk RNA-seq data	generic	0		1.14.0	['r-base', 'r-cowplot', 'r-dplyr', 'r-dtangle', 'r-e1071', 'r-epir', 'r-ggplot2', 'r-ggplotify', 'r-limsolve', 'r-magrittr', 'r-mass', 'r-nnls', 'r-pheatmap', 'r-purrr', 'r-rlang', 'r-tibble', 'r-tidyr']	['r-base', 'r-cowplot', 'r-dplyr', 'r-dtangle', 'r-e1071', 'r-epir', 'r-ggplot2', 'r-ggplotify', 'r-limsolve', 'r-magrittr', 'r-mass', 'r-nnls', 'r-pheatmap', 'r-purrr', 'r-rlang', 'r-tibble', 'r-tidyr']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/granulator_1.14.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/granulator/granulator_1.14.0.tar.gz', 'https://bioarchive.galaxyproject.org/granulator_1.14.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-granulator/bioconductor-granulator_1.14.0_src_all.tar.gz']	"['$R -e ""library(\'granulator\')""']"		granulator is an R package for the cell type deconvolution of heterogeneous tissues based on bulk RNA-seq data or single cell RNA-seq expression profiles. The package provides a unified testing interface to rapidly run and benchmark multiple state-of-the-art deconvolution methods. Data for the deconvolution of peripheral blood mononuclear cells (PBMCs) into individual immune cell types is provided as well.	['lib/R/lib/', 'lib/']	None				24b4d506d8a9dbd7c3d6db64d8aa3257																																												
bioconductor-affyhgu133a2expr	False	https://bioconductor.org/packages/3.20/data/experiment/html/Affyhgu133A2Expr.html	GPL (>=2)		/lib/R/share/licenses/GPL-3	Affymetrix Human Genome U133A 2.0 Array (GPL571) Expression Data Package	generic	0		1.42.0	['r-base']	['r-base', 'curl', 'bioconductor-data-packages >=20241103']		['https://bioconductor.org/packages/3.20/data/experiment/src/contrib/Affyhgu133A2Expr_1.42.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/Affyhgu133A2Expr/Affyhgu133A2Expr_1.42.0.tar.gz', 'https://bioarchive.galaxyproject.org/Affyhgu133A2Expr_1.42.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-affyhgu133a2expr/bioconductor-affyhgu133a2expr_1.42.0_src_all.tar.gz']	"['$R -e ""library(\'Affyhgu133A2Expr\')""']"		Contains pre-built human (GPL571) databases of gene expression profiles. The gene expression data was downloaded from NCBI GEO and preprocessed and normalized consistently. The biological context of each sample was recorded and manually verified based on the sample description in GEO.	['lib/R/lib/', 'lib/']	None				92f8f2e7fad2450606a57456cff8f5c1																																												
tbtamr	False	https://github.com/MDU-PHL/tbtamr	GPL-3.0-or-later	GPL3	LICENSE	A tool implementing TB-Profiler for reporting of genomic DST for M. tuberculosis in a CPHL	python	0	 -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	1.0.3	['python >=3.10', 'pip', 'setuptools']	['python >=3.10', 'setuptools', 'mutamr', 'pandas', 'tabulate', 'unidecode']	396f3bd20a14156cb009bde420cf3dae85c414f162479d2698e0256a56d8bf10	https://pypi.io/packages/source/t/tbtamr/tbtamr-1.0.3.tar.gz	['tbtamr --help']	['tbtamr']			['None']					https://github.com/MDU-PHL/tbtamr	['tbtamr=tbtamr.tbtamr:main']	['kristyhoran']																																									
